investor_id,avg_gap_days,total_transactions,risk_flag
INV001645,54.285714285714285,8,At Risk
INV001646,102.66666666666667,4,At Risk
INV001647,,1,Regular
INV001648,58.625,9,At Risk
INV001649,42.27272727272727,12,At Risk
INV001650,49.2,6,At Risk
INV001651,47.2,11,At Risk
INV001652,46.75,9,At Risk
INV001653,55.142857142857146,8,At Risk
INV001654,38.22222222222222,10,At Risk
INV001655,79.75,5,At Risk
INV001656,51.333333333333336,10,At Risk
INV001657,,1,Regular
INV001658,42.2,11,At Risk
INV001659,41.0,2,At Risk
INV001660,78.8,6,At Risk
INV001661,97.75,5,At Risk
INV001662,41.36363636363637,12,At Risk
INV001663,46.57142857142857,8,At Risk
INV001664,349.0,2,At Risk
INV001665,116.5,3,At Risk
INV001666,58.2,6,At Risk
INV001667,,1,Regular
INV001668,181.0,3,At Risk
INV001669,68.0,4,At Risk
INV001670,36.5,11,At Risk
INV001671,62.0,7,At Risk
INV001672,24.727272727272727,12,Regular
INV001673,49.3,11,At Risk
INV001674,76.8,6,At Risk
INV001675,,1,Regular
INV001676,118.0,5,At Risk
INV001677,95.0,5,At Risk
INV001678,61.0,3,At Risk
INV001679,76.5,7,At Risk
INV001680,42.81818181818182,12,At Risk
INV001681,180.5,3,At Risk
INV001682,,1,Regular
INV001683,62.142857142857146,8,At Risk
INV001684,153.0,3,At Risk
INV001685,44.0,2,At Risk
INV001686,248.0,2,At Risk
INV001687,70.75,5,At Risk
INV001688,90.5,5,At Risk
INV001689,45.54545454545455,12,At Risk
INV001690,60.875,9,At Risk
INV001691,57.75,9,At Risk
INV001692,44.1,11,At Risk
INV001693,104.0,4,At Risk
INV001694,51.44444444444444,10,At Risk
INV001695,21.375,9,Regular
INV001696,87.8,6,At Risk
INV001697,45.45454545454545,12,At Risk
INV001698,,1,Regular
INV001699,59.42857142857143,8,At Risk
INV001700,,1,Regular
INV001701,45.72727272727273,12,At Risk
INV001702,199.0,2,At Risk
INV001703,,1,Regular
INV001704,,1,Regular
INV001705,47.625,9,At Risk
INV001706,43.22222222222222,10,At Risk
INV001707,104.66666666666667,4,At Risk
INV001708,85.5,5,At Risk
INV001709,37.0,8,At Risk
INV001710,115.0,3,At Risk
INV001711,65.83333333333333,7,At Risk
INV001712,47.57142857142857,8,At Risk
INV001713,45.857142857142854,8,At Risk
INV001714,133.0,3,At Risk
INV001715,68.28571428571429,8,At Risk
INV001716,75.66666666666667,4,At Risk
INV001717,93.0,5,At Risk
INV001718,52.5,9,At Risk
INV001719,55.0,5,At Risk
INV001720,68.42857142857143,8,At Risk
INV001721,81.66666666666667,7,At Risk
INV001722,109.25,5,At Risk
INV001723,83.66666666666667,7,At Risk
INV001724,52.25,9,At Risk
INV001725,44.6,11,At Risk
INV001726,108.33333333333333,4,At Risk
INV001727,78.5,5,At Risk
INV001728,35.4,11,At Risk
INV001729,76.75,5,At Risk
INV001730,17.0,2,Regular
INV001731,310.0,2,At Risk
INV001732,92.2,6,At Risk
INV001733,207.0,2,At Risk
INV001734,112.0,5,At Risk
INV001735,79.0,7,At Risk
INV001736,65.0,7,At Risk
INV001737,42.625,9,At Risk
INV001738,40.09090909090909,12,At Risk
INV001739,46.666666666666664,10,At Risk
INV001740,48.77777777777778,10,At Risk
INV001741,45.2,11,At Risk
INV001742,52.375,9,At Risk
INV001743,44.0,7,At Risk
INV001744,42.81818181818182,12,At Risk
INV001745,159.66666666666666,4,At Risk
INV001746,32.09090909090909,12,Regular
INV001747,68.85714285714286,8,At Risk
INV001748,39.142857142857146,8,At Risk
INV001749,,1,Regular
INV001750,180.5,3,At Risk
INV001751,39.142857142857146,8,At Risk
INV001752,37.81818181818182,12,At Risk
INV001753,42.81818181818182,12,At Risk
INV001754,139.66666666666666,4,At Risk
INV001755,206.0,2,At Risk
INV001756,,1,Regular
INV001757,35.36363636363637,12,At Risk
INV001758,36.22222222222222,10,At Risk
INV001759,40.54545454545455,12,At Risk
INV001760,163.0,3,At Risk
INV001761,,1,Regular
INV001762,47.57142857142857,8,At Risk
INV001763,59.666666666666664,7,At Risk
INV001764,73.75,5,At Risk
INV001765,67.57142857142857,8,At Risk
INV001766,93.5,3,At Risk
INV001767,,1,Regular
INV001768,14.666666666666666,4,Regular
INV001769,70.0,8,At Risk
INV001770,71.14285714285714,8,At Risk
INV001771,64.14285714285714,8,At Risk
INV001772,52.77777777777778,10,At Risk
INV001773,53.75,5,At Risk
INV001774,92.0,4,At Risk
INV001775,29.142857142857142,8,Regular
INV001776,56.0,2,At Risk
INV001777,46.1,11,At Risk
INV001778,40.45454545454545,12,At Risk
INV001779,170.0,2,At Risk
INV001780,54.8,6,At Risk
INV001781,99.33333333333333,4,At Risk
INV001782,52.0,10,At Risk
INV001783,58.875,9,At Risk
INV001784,39.8,11,At Risk
INV001785,202.0,3,At Risk
INV001786,,1,Regular
INV001787,60.0,6,At Risk
INV001788,56.0,5,At Risk
INV001789,51.25,5,At Risk
INV001790,44.55555555555556,10,At Risk
INV001791,76.75,5,At Risk
INV001792,58.4,6,At Risk
INV001793,409.0,2,At Risk
INV001794,45.625,9,At Risk
INV001795,98.25,5,At Risk
INV001796,73.5,7,At Risk
INV001797,47.8,11,At Risk
INV001798,54.0,6,At Risk
INV001799,73.16666666666667,7,At Risk
INV001800,42.0,11,At Risk
INV001801,68.6,6,At Risk
INV001802,49.0,10,At Risk
INV001803,36.875,9,At Risk
INV001804,42.9,11,At Risk
INV001805,62.2,6,At Risk
INV001806,47.7,11,At Risk
INV001807,164.0,2,At Risk
INV001808,306.0,2,At Risk
INV001809,79.66666666666667,7,At Risk
INV001810,45.3,11,At Risk
INV001811,44.81818181818182,12,At Risk
INV001812,,1,Regular
INV001813,63.0,8,At Risk
INV001814,44.888888888888886,10,At Risk
INV001815,60.333333333333336,7,At Risk
INV001816,41.5,11,At Risk
INV001817,236.0,2,At Risk
INV001818,193.5,3,At Risk
INV001819,189.0,2,At Risk
INV001820,40.5,11,At Risk
INV001821,111.33333333333333,4,At Risk
INV001822,23.285714285714285,8,Regular
INV001823,37.0,12,At Risk
INV001824,91.2,6,At Risk
INV001825,46.55555555555556,10,At Risk
INV001826,33.125,9,Regular
INV001827,95.0,6,At Risk
INV001828,44.42857142857143,8,At Risk
INV001829,67.5,7,At Risk
INV001830,99.0,3,At Risk
INV001831,45.5,9,At Risk
INV001832,60.0,8,At Risk
INV001833,41.833333333333336,7,At Risk
INV001834,62.0,7,At Risk
INV001835,78.0,6,At Risk
INV001836,37.2,11,At Risk
INV001837,42.27272727272727,12,At Risk
INV001838,200.0,2,At Risk
INV001839,105.5,5,At Risk
INV001840,117.0,2,At Risk
INV001841,35.125,9,At Risk
INV001842,47.44444444444444,10,At Risk
INV001843,50.625,9,At Risk
INV001844,51.625,9,At Risk
INV001845,108.75,5,At Risk
INV001846,101.5,5,At Risk
INV001847,54.75,5,At Risk
INV001848,60.125,9,At Risk
INV001849,84.8,6,At Risk
INV001850,125.0,4,At Risk
INV001851,56.142857142857146,8,At Risk
INV001852,71.71428571428571,8,At Risk
INV001853,30.181818181818183,12,Regular
INV001854,172.0,3,At Risk
INV001855,159.0,2,At Risk
INV001856,53.57142857142857,8,At Risk
INV001857,45.1,11,At Risk
INV001858,47.3,11,At Risk
INV001859,82.5,7,At Risk
INV001860,164.66666666666666,4,At Risk
INV001861,39.77777777777778,10,At Risk
INV001862,191.5,3,At Risk
INV001863,167.33333333333334,4,At Risk
INV001864,,1,Regular
INV001865,47.625,9,At Risk
INV001866,46.142857142857146,8,At Risk
INV001867,89.6,6,At Risk
INV001868,91.6,6,At Risk
INV001869,122.0,4,At Risk
INV001870,65.14285714285714,8,At Risk
INV001871,42.63636363636363,12,At Risk
INV001872,152.0,3,At Risk
INV001873,68.5,3,At Risk
INV001874,52.333333333333336,10,At Risk
INV001875,73.0,7,At Risk
INV001876,86.0,5,At Risk
INV001877,54.833333333333336,7,At Risk
INV001878,90.0,5,At Risk
INV001879,58.5,9,At Risk
INV001880,49.125,9,At Risk
INV001881,74.6,6,At Risk
INV001882,105.0,5,At Risk
INV001883,70.85714285714286,8,At Risk
INV001884,,1,Regular
INV001885,45.09090909090909,12,At Risk
INV001886,45.111111111111114,10,At Risk
INV001887,78.0,7,At Risk
INV001888,65.42857142857143,8,At Risk
INV001889,,1,Regular
INV001890,85.5,7,At Risk
INV001891,60.25,9,At Risk
INV001892,174.5,3,At Risk
INV001893,54.6,6,At Risk
INV001894,42.0,4,At Risk
INV001895,61.57142857142857,8,At Risk
INV001896,47.0,6,At Risk
INV001897,52.833333333333336,7,At Risk
INV001898,,1,Regular
INV001899,69.28571428571429,8,At Risk
INV001900,75.0,5,At Risk
INV001901,162.5,3,At Risk
INV001902,92.0,4,At Risk
INV001903,38.22222222222222,10,At Risk
INV001904,305.0,2,At Risk
INV001905,109.0,5,At Risk
INV001906,97.0,3,At Risk
INV001907,,1,Regular
INV001908,69.0,5,At Risk
INV001909,48.333333333333336,10,At Risk
INV001910,101.25,5,At Risk
INV001911,30.0,4,Regular
INV001912,45.4,11,At Risk
INV001913,64.6,6,At Risk
INV001914,42.22222222222222,10,At Risk
INV001915,228.0,2,At Risk
INV001916,45.888888888888886,10,At Risk
INV001917,40.42857142857143,8,At Risk
INV001918,185.0,2,At Risk
INV001919,132.0,2,At Risk
INV001920,30.0,11,Regular
INV001921,43.63636363636363,12,At Risk
INV001922,68.66666666666667,7,At Risk
INV001923,44.0,12,At Risk
INV001924,60.875,9,At Risk
INV001925,,1,Regular
INV001926,46.4,11,At Risk
INV001927,42.25,9,At Risk
INV001928,83.8,6,At Risk
INV001929,45.111111111111114,10,At Risk
INV001930,97.0,6,At Risk
INV001931,,1,Regular
INV001932,249.0,2,At Risk
INV001933,61.714285714285715,8,At Risk
INV001934,162.0,3,At Risk
INV001935,,1,Regular
INV001936,16.5,3,Regular
INV001937,48.3,11,At Risk
INV001938,32.90909090909091,12,Regular
INV001939,63.0,2,At Risk
INV001940,56.142857142857146,8,At Risk
INV001941,268.0,2,At Risk
INV001942,140.0,3,At Risk
INV001943,62.0,7,At Risk
INV001944,45.22222222222222,10,At Risk
INV001945,46.57142857142857,8,At Risk
INV001946,56.6,6,At Risk
INV001947,,1,Regular
INV001948,147.66666666666666,4,At Risk
INV001949,58.666666666666664,4,At Risk
INV001950,44.09090909090909,12,At Risk
INV001951,47.111111111111114,10,At Risk
INV001952,144.5,3,At Risk
INV001953,409.0,2,At Risk
INV001954,54.25,9,At Risk
INV001955,54.285714285714285,8,At Risk
INV001956,79.33333333333333,7,At Risk
INV001957,41.0,2,At Risk
INV001958,186.5,3,At Risk
INV001959,53.75,9,At Risk
INV001960,146.5,3,At Risk
INV001961,65.85714285714286,8,At Risk
INV001962,70.6,6,At Risk
INV001963,133.66666666666666,4,At Risk
INV001964,,1,Regular
INV001965,152.0,2,At Risk
INV001966,127.33333333333333,4,At Risk
INV001967,25.857142857142858,8,Regular
INV001968,60.5,5,At Risk
INV001969,45.1,11,At Risk
INV001970,67.66666666666667,7,At Risk
INV001971,38.3,11,At Risk
INV001972,35.0,12,Regular
INV001973,,1,Regular
INV001974,35.7,11,At Risk
INV001975,78.2,6,At Risk
INV001976,106.0,3,At Risk
INV001977,56.75,9,At Risk
INV001978,76.16666666666667,7,At Risk
INV001979,42.0,11,At Risk
INV001980,213.5,3,At Risk
INV001981,122.75,5,At Risk
INV001982,61.285714285714285,8,At Risk
INV001983,68.71428571428571,8,At Risk
INV001984,,1,Regular
INV001985,70.83333333333333,7,At Risk
INV001986,38.25,9,At Risk
INV001987,40.2,11,At Risk
INV001988,55.0,3,At Risk
INV001989,89.5,3,At Risk
INV001990,40.63636363636363,12,At Risk
INV001991,27.5,3,Regular
INV001992,101.5,5,At Risk
INV001993,44.7,11,At Risk
INV001994,120.0,2,At Risk
INV001995,43.75,9,At Risk
INV001996,157.0,2,At Risk
INV001997,59.25,9,At Risk
INV001998,42.90909090909091,12,At Risk
INV001999,29.90909090909091,12,Regular
INV002000,53.333333333333336,7,At Risk
INV002001,53.0,9,At Risk
INV002002,85.25,5,At Risk
INV002003,41.333333333333336,7,At Risk
INV002004,42.0,2,At Risk
INV002005,54.5,7,At Risk
INV002006,52.57142857142857,8,At Risk
INV002007,82.66666666666667,4,At Risk
INV002008,39.22222222222222,10,At Risk
INV002009,,1,Regular
INV002010,69.28571428571429,8,At Risk
INV002011,59.75,9,At Risk
INV002012,69.16666666666667,7,At Risk
INV002013,57.57142857142857,8,At Risk
INV002014,92.5,3,At Risk
INV002015,134.0,4,At Risk
INV002016,106.0,4,At Risk
INV002017,49.25,9,At Risk
INV002018,44.1,11,At Risk
INV002019,65.0,8,At Risk
INV002020,130.5,3,At Risk
INV002021,46.166666666666664,7,At Risk
INV002022,52.0,7,At Risk
INV002023,75.5,5,At Risk
INV002024,25.0,3,Regular
INV002025,55.833333333333336,7,At Risk
INV002026,85.4,6,At Risk
INV002027,133.0,4,At Risk
INV002028,222.0,2,At Risk
INV002029,75.0,2,At Risk
INV002030,71.71428571428571,8,At Risk
INV002031,,1,Regular
INV002032,208.0,3,At Risk
INV002033,38.9,11,At Risk
INV002034,46.0,12,At Risk
INV002035,39.0,11,At Risk
INV002036,28.0,12,Regular
INV002037,37.666666666666664,10,At Risk
INV002038,52.5,9,At Risk
INV002039,46.1,11,At Risk
INV002040,50.77777777777778,10,At Risk
INV002041,52.8,6,At Risk
INV002042,46.666666666666664,10,At Risk
INV002043,86.75,5,At Risk
INV002044,53.714285714285715,8,At Risk
INV002045,60.0,9,At Risk
INV002046,363.0,2,At Risk
INV002047,134.66666666666666,4,At Risk
INV002048,,1,Regular
INV002049,66.16666666666667,7,At Risk
INV002050,91.75,5,At Risk
INV002051,43.666666666666664,10,At Risk
INV002052,33.125,9,Regular
INV002053,21.0,2,Regular
INV002054,78.5,5,At Risk
INV002055,69.0,8,At Risk
INV002056,80.66666666666667,7,At Risk
INV002057,62.0,2,At Risk
INV002058,101.5,3,At Risk
INV002059,214.0,3,At Risk
INV002060,63.833333333333336,7,At Risk
INV002061,80.5,7,At Risk
INV002062,58.0,3,At Risk
INV002063,36.5,3,At Risk
INV002064,68.33333333333333,4,At Risk
INV002065,163.33333333333334,4,At Risk
INV002066,81.8,6,At Risk
INV002067,53.375,9,At Risk
INV002068,221.0,2,At Risk
INV002069,42.8,11,At Risk
INV002070,48.8,11,At Risk
INV002071,142.33333333333334,4,At Risk
INV002072,133.5,3,At Risk
INV002073,80.25,5,At Risk
INV002074,55.4,6,At Risk
INV002075,66.2,6,At Risk
INV002076,,1,Regular
INV002077,76.2,6,At Risk
INV002078,54.0,2,At Risk
INV002079,61.333333333333336,4,At Risk
INV002080,60.0,9,At Risk
INV002081,55.0,5,At Risk
INV002082,56.75,5,At Risk
INV002083,46.5,11,At Risk
INV002084,,1,Regular
INV002085,54.166666666666664,7,At Risk
INV002086,,1,Regular
INV002087,70.6,6,At Risk
INV002088,68.28571428571429,8,At Risk
INV002089,114.66666666666667,4,At Risk
INV002090,53.55555555555556,10,At Risk
INV002091,,1,Regular
INV002092,38.111111111111114,10,At Risk
INV002093,36.57142857142857,8,At Risk
INV002094,118.66666666666667,4,At Risk
INV002095,43.5,11,At Risk
INV002096,63.8,6,At Risk
INV002097,37.0,3,At Risk
INV002098,51.625,9,At Risk
INV002099,71.28571428571429,8,At Risk
INV002100,83.0,3,At Risk
INV002101,38.0,12,At Risk
INV002102,46.875,9,At Risk
INV002103,19.333333333333332,4,Regular
INV002104,44.77777777777778,10,At Risk
INV002105,,1,Regular
INV002106,89.0,5,At Risk
INV002107,55.333333333333336,10,At Risk
INV002108,164.5,3,At Risk
INV002109,25.857142857142858,8,Regular
INV002110,46.333333333333336,7,At Risk
INV002111,42.27272727272727,12,At Risk
INV002112,49.125,9,At Risk
INV002113,80.8,6,At Risk
INV002114,48.714285714285715,8,At Risk
INV002115,65.71428571428571,8,At Risk
INV002116,30.11111111111111,10,Regular
INV002117,63.857142857142854,8,At Risk
INV002118,57.0,2,At Risk
INV002119,47.44444444444444,10,At Risk
INV002120,109.5,3,At Risk
INV002121,51.375,9,At Risk
INV002122,45.142857142857146,8,At Risk
INV002123,67.0,7,At Risk
INV002124,52.111111111111114,10,At Risk
INV002125,36.0,6,At Risk
INV002126,71.0,7,At Risk
INV002127,47.0,8,At Risk
INV002128,87.6,6,At Risk
INV002129,91.0,4,At Risk
INV002130,62.6,6,At Risk
INV002131,65.85714285714286,8,At Risk
INV002132,17.5,3,Regular
INV002133,89.8,6,At Risk
INV002134,45.09090909090909,12,At Risk
INV002135,55.77777777777778,10,At Risk
INV002136,91.66666666666667,4,At Risk
INV002137,31.666666666666668,10,Regular
INV002138,65.57142857142857,8,At Risk
INV002139,66.71428571428571,8,At Risk
INV002140,174.5,3,At Risk
INV002141,44.833333333333336,7,At Risk
INV002142,52.44444444444444,10,At Risk
INV002143,40.45454545454545,12,At Risk
INV002144,91.25,5,At Risk
INV002145,84.5,3,At Risk
INV002146,108.5,3,At Risk
INV002147,347.0,2,At Risk
INV002148,129.33333333333334,4,At Risk
INV002149,31.9,11,Regular
INV002150,73.6,6,At Risk
INV002151,53.666666666666664,10,At Risk
INV002152,67.42857142857143,8,At Risk
INV002153,45.22222222222222,10,At Risk
INV002154,44.90909090909091,12,At Risk
INV002155,59.714285714285715,8,At Risk
INV002156,98.0,3,At Risk
INV002157,40.90909090909091,12,At Risk
INV002158,61.375,9,At Risk
INV002159,46.42857142857143,8,At Risk
INV002160,36.0,3,At Risk
INV002161,64.14285714285714,8,At Risk
INV002162,51.888888888888886,10,At Risk
INV002163,306.0,2,At Risk
INV002164,58.166666666666664,7,At Risk
INV002165,82.16666666666667,7,At Risk
INV002166,82.66666666666667,7,At Risk
INV002167,39.125,9,At Risk
INV002168,167.66666666666666,4,At Risk
INV002169,112.66666666666667,4,At Risk
INV002170,65.83333333333333,7,At Risk
INV002171,55.833333333333336,7,At Risk
INV002172,141.0,3,At Risk
INV002173,148.0,2,At Risk
INV002174,86.0,6,At Risk
INV002175,92.0,2,At Risk
INV002176,81.33333333333333,7,At Risk
INV002177,43.8,11,At Risk
INV002178,46.5,11,At Risk
INV002179,42.3,11,At Risk
INV002180,154.0,3,At Risk
INV002181,72.2,6,At Risk
INV002182,40.09090909090909,12,At Risk
INV002183,97.66666666666667,4,At Risk
INV002184,47.5,11,At Risk
INV002185,28.77777777777778,10,Regular
INV002186,49.888888888888886,10,At Risk
INV002187,44.18181818181818,12,At Risk
INV002188,28.5,9,Regular
INV002189,43.63636363636363,12,At Risk
INV002190,76.25,5,At Risk
INV002191,121.0,5,At Risk
INV002192,40.666666666666664,10,At Risk
INV002193,71.5,3,At Risk
INV002194,,1,Regular
INV002195,48.77777777777778,10,At Risk
INV002196,56.666666666666664,10,At Risk
INV002197,105.25,5,At Risk
INV002198,33.63636363636363,12,Regular
INV002199,38.125,9,At Risk
INV002200,83.6,6,At Risk
INV002201,44.44444444444444,10,At Risk
INV002202,54.77777777777778,10,At Risk
INV002203,128.0,2,At Risk
INV002204,144.66666666666666,4,At Risk
INV002205,87.4,6,At Risk
INV002206,43.8,11,At Risk
INV002207,73.0,7,At Risk
INV002208,42.8,11,At Risk
INV002209,271.0,2,At Risk
INV002210,,1,Regular
INV002211,42.55555555555556,10,At Risk
INV002212,58.42857142857143,8,At Risk
INV002213,36.625,9,At Risk
INV002214,42.09090909090909,12,At Risk
INV002215,53.888888888888886,10,At Risk
INV002216,48.0,10,At Risk
INV002217,82.25,5,At Risk
INV002218,52.57142857142857,8,At Risk
INV002219,49.9,11,At Risk
INV002220,31.3,11,Regular
INV002221,214.0,2,At Risk
INV002222,137.5,3,At Risk
INV002223,82.6,6,At Risk
INV002224,106.5,5,At Risk
INV002225,69.75,5,At Risk
INV002226,33.666666666666664,4,Regular
INV002227,41.75,5,At Risk
INV002228,42.875,9,At Risk
INV002229,44.666666666666664,10,At Risk
INV002230,43.4,11,At Risk
INV002231,,1,Regular
INV002232,38.54545454545455,12,At Risk
INV002233,,1,Regular
INV002234,47.42857142857143,8,At Risk
INV002235,69.83333333333333,7,At Risk
INV002236,55.25,9,At Risk
INV002237,41.77777777777778,10,At Risk
INV002238,78.66666666666667,7,At Risk
INV002239,75.5,7,At Risk
INV002240,42.45454545454545,12,At Risk
INV002241,47.8,11,At Risk
INV002242,95.75,5,At Risk
INV002243,126.0,5,At Risk
INV002244,50.55555555555556,10,At Risk
INV002245,37.27272727272727,12,At Risk
INV002246,79.0,3,At Risk
INV002247,33.0,2,Regular
INV002248,47.166666666666664,7,At Risk
INV002249,31.444444444444443,10,Regular
INV002250,44.36363636363637,12,At Risk
INV002251,52.166666666666664,7,At Risk
INV002252,35.9,11,At Risk
INV002253,49.25,5,At Risk
INV002254,,1,Regular
INV002255,79.25,5,At Risk
INV002256,75.6,6,At Risk
INV002257,166.0,3,At Risk
INV002258,54.0,8,At Risk
INV002259,39.6,11,At Risk
INV002260,44.1,11,At Risk
INV002261,46.857142857142854,8,At Risk
INV002262,29.0,8,Regular
INV002263,,1,Regular
INV002264,53.857142857142854,8,At Risk
INV002265,46.0,10,At Risk
INV002266,113.0,4,At Risk
INV002267,51.77777777777778,10,At Risk
INV002268,15.0,2,Regular
INV002269,103.75,5,At Risk
INV002270,44.6,11,At Risk
INV002271,47.0,6,At Risk
INV002272,104.5,3,At Risk
INV002273,137.0,2,At Risk
INV002274,46.55555555555556,10,At Risk
INV002275,43.666666666666664,10,At Risk
INV002276,46.55555555555556,10,At Risk
INV002277,38.45454545454545,12,At Risk
INV002278,237.0,3,At Risk
INV002279,65.0,4,At Risk
INV002280,51.111111111111114,10,At Risk
INV002281,96.6,6,At Risk
INV002282,30.272727272727273,12,Regular
INV002283,78.0,5,At Risk
INV002284,40.72727272727273,12,At Risk
INV002285,9.0,3,Regular
INV002286,55.285714285714285,8,At Risk
INV002287,50.2,6,At Risk
INV002288,97.0,2,At Risk
INV002289,10.0,2,Regular
INV002290,37.44444444444444,10,At Risk
INV002291,83.66666666666667,4,At Risk
INV002292,39.9,11,At Risk
INV002293,65.0,2,At Risk
INV002294,42.888888888888886,10,At Risk
INV002295,42.72727272727273,12,At Risk
INV002296,242.0,2,At Risk
INV002297,130.0,3,At Risk
INV002298,44.375,9,At Risk
INV002299,53.5,7,At Risk
INV002300,86.0,5,At Risk
INV002301,335.0,2,At Risk
INV002302,39.25,9,At Risk
INV002303,,1,Regular
INV002304,34.81818181818182,12,Regular
INV002305,12.0,2,Regular
INV002306,69.57142857142857,8,At Risk
INV002307,68.4,6,At Risk
INV002308,40.2,11,At Risk
INV002309,0.0,2,Regular
INV002310,58.2,6,At Risk
INV002311,46.8,11,At Risk
INV002312,96.25,5,At Risk
INV002313,,1,Regular
INV002314,116.66666666666667,4,At Risk
INV002315,39.18181818181818,12,At Risk
INV002316,127.5,5,At Risk
INV002317,22.0,3,Regular
INV002318,103.25,5,At Risk
INV002319,36.0,11,At Risk
INV002320,78.0,3,At Risk
INV002321,,1,Regular
INV002322,39.625,9,At Risk
INV002323,56.5,7,At Risk
INV002324,40.142857142857146,8,At Risk
INV002325,84.25,5,At Risk
INV002326,45.888888888888886,10,At Risk
INV002327,45.5,11,At Risk
INV002328,68.5,7,At Risk
INV002329,35.90909090909091,12,At Risk
INV002330,23.0,5,Regular
INV002331,115.66666666666667,4,At Risk
INV002332,60.142857142857146,8,At Risk
INV002333,72.4,6,At Risk
INV002334,114.0,4,At Risk
INV002335,95.33333333333333,4,At Risk
INV002336,,1,Regular
INV002337,46.0,2,At Risk
INV002338,82.83333333333333,7,At Risk
INV002339,61.2,6,At Risk
INV002340,12.0,3,Regular
INV002341,47.4,6,At Risk
INV002342,49.5,9,At Risk
INV002343,42.0,12,At Risk
INV002344,62.57142857142857,8,At Risk
INV002345,49.142857142857146,8,At Risk
INV002346,86.6,6,At Risk
INV002347,40.5,9,At Risk
INV002348,44.27272727272727,12,At Risk
INV002349,42.888888888888886,10,At Risk
INV002350,53.666666666666664,10,At Risk
INV002351,43.09090909090909,12,At Risk
INV002352,61.5,5,At Risk
INV002353,51.75,9,At Risk
INV002354,,1,Regular
INV002355,267.0,2,At Risk
INV002356,21.0,2,Regular
INV002357,39.09090909090909,12,At Risk
INV002358,66.5,5,At Risk
INV002359,,1,Regular
INV002360,40.81818181818182,12,At Risk
INV002361,49.888888888888886,10,At Risk
INV002362,,1,Regular
INV002363,59.125,9,At Risk
INV002364,54.0,8,At Risk
INV002365,51.333333333333336,10,At Risk
INV002366,142.66666666666666,4,At Risk
INV002367,51.285714285714285,8,At Risk
INV002368,33.36363636363637,12,Regular
INV002369,52.55555555555556,10,At Risk
INV002370,60.142857142857146,8,At Risk
INV002371,86.0,2,At Risk
INV002372,59.5,9,At Risk
INV002373,44.63636363636363,12,At Risk
INV002374,39.9,11,At Risk
INV002375,41.333333333333336,4,At Risk
INV002376,14.0,2,Regular
INV002377,107.66666666666667,4,At Risk
INV002378,67.2,6,At Risk
INV002379,106.25,5,At Risk
INV002380,102.33333333333333,4,At Risk
INV002381,77.2,6,At Risk
INV002382,38.57142857142857,8,At Risk
INV002383,74.0,4,At Risk
INV002384,36.36363636363637,12,At Risk
INV002385,23.0,3,Regular
INV002386,,1,Regular
INV002387,57.0,10,At Risk
INV002388,43.875,9,At Risk
INV002389,41.54545454545455,12,At Risk
INV002390,71.33333333333333,7,At Risk
INV002391,23.666666666666668,10,Regular
INV002392,82.0,6,At Risk
INV002393,49.75,9,At Risk
INV002394,53.833333333333336,7,At Risk
INV002395,97.0,6,At Risk
INV002396,129.0,4,At Risk
INV002397,51.666666666666664,7,At Risk
INV002398,,1,Regular
INV002399,40.36363636363637,12,At Risk
INV002400,44.45454545454545,12,At Risk
INV002401,41.4,11,At Risk
INV002402,47.44444444444444,10,At Risk
INV002403,93.0,5,At Risk
INV002404,91.0,2,At Risk
INV002405,74.33333333333333,4,At Risk
INV002406,58.0,2,At Risk
INV002407,46.333333333333336,10,At Risk
INV002408,107.0,2,At Risk
INV002409,35.36363636363637,12,At Risk
INV002410,,1,Regular
INV002411,101.5,5,At Risk
INV002412,75.5,7,At Risk
INV002413,41.1,11,At Risk
INV002414,84.5,7,At Risk
INV002415,40.2,11,At Risk
INV002416,62.25,9,At Risk
INV002417,55.55555555555556,10,At Risk
INV002418,65.42857142857143,8,At Risk
INV002419,117.66666666666667,4,At Risk
INV002420,43.0,12,At Risk
INV002421,51.0,2,At Risk
INV002422,41.18181818181818,12,At Risk
INV002423,86.75,5,At Risk
INV002424,53.0,6,At Risk
INV002425,60.0,4,At Risk
INV002426,68.2,6,At Risk
INV002427,32.5,9,Regular
INV002428,133.33333333333334,4,At Risk
INV002429,56.142857142857146,8,At Risk
INV002430,46.0,11,At Risk
INV002431,66.0,8,At Risk
INV002432,289.0,2,At Risk
INV002433,,1,Regular
INV002434,73.5,7,At Risk
INV002435,86.5,5,At Risk
INV002436,152.0,4,At Risk
INV002437,32.77777777777778,10,Regular
INV002438,133.5,3,At Risk
INV002439,30.0,2,Regular
INV002440,74.6,6,At Risk
INV002441,113.0,4,At Risk
INV002442,89.0,2,At Risk
INV002443,,1,Regular
INV002444,34.142857142857146,8,Regular
INV002445,34.9,11,Regular
INV002446,83.8,6,At Risk
INV002447,327.0,2,At Risk
INV002448,74.5,3,At Risk
INV002449,148.0,2,At Risk
INV002450,71.25,5,At Risk
INV002451,272.0,2,At Risk
INV002452,47.166666666666664,7,At Risk
INV002453,37.8,11,At Risk
INV002454,46.333333333333336,7,At Risk
INV002455,,1,Regular
INV002456,448.0,2,At Risk
INV002457,152.5,3,At Risk
INV002458,36.2,11,At Risk
INV002459,42.18181818181818,12,At Risk
INV002460,106.75,5,At Risk
INV002461,87.8,6,At Risk
INV002462,,1,Regular
